atlas,source,x,y,w,h,alpha_pixels,head_pixels,body_pixels,eyes,changed_pixels
DreamArrival.png,semantic_scan,806,641,114,111,5832,1715,727,2,4253
DreamArrival.png,semantic_scan,934,743,62,126,4621,2079,0,2,2747
DreamArrival.png,semantic_scan,803,766,118,97,6133,2397,1710,2,6295
DreamArrival.png,semantic_scan,882,912,72,109,4407,1908,460,2,3808
Dreamnail.png,semantic_scan,815,417,170,182,8861,2568,3231,2,7049
Dreamnail.png,semantic_scan,684,481,125,92,5993,2069,588,2,4866
Dreamnail.png,semantic_scan,0,491,128,63,4940,1979,584,2,4332
Dreamnail.png,semantic_scan,130,518,62,128,5063,1932,615,2,4376
Dreamnail.png,semantic_scan,3,557,124,92,5670,2065,648,2,4835
Dreamnail.png,semantic_scan,231,574,95,127,6373,2072,981,2,5113
Dreamnail.png,semantic_scan,617,576,61,128,5060,1929,568,2,4364
Dreamnail.png,semantic_scan,684,579,125,95,6127,2070,38,2,2657
Dreamnail.png,semantic_scan,329,591,128,65,4978,1982,596,2,4319
Dreamnail.png,semantic_scan,75,658,133,173,8414,2416,36,2,2703
Dreamnail.png,semantic_scan,430,665,131,171,8257,2473,16,1,2762
Dreamnail.png,semantic_scan,868,665,116,170,7975,2359,2235,1,5682
Dreamnail.png,semantic_scan,231,704,95,127,6202,2072,815,2,4997
Dreamnail.png,semantic_scan,614,711,72,128,5175,1998,306,2,4491
Dreamnail.png,semantic_scan,694,742,139,255,12296,9610,1097,2,13057
Dreamnail.png,semantic_scan,0,838,323,179,24623,21115,1340,2,27180
Dreamnail.png,semantic_scan,857,843,133,178,8531,2792,2892,2,6924
Dreamnail.png,semantic_scan,443,848,135,173,10198,6858,927,2,9834
Birthplace.png,semantic_scan,3,411,59,142,5594,2186,592,2,4950
Birthplace.png,semantic_scan,65,414,60,142,5649,2180,544,2,4952
Birthplace.png,semantic_scan,129,536,59,142,5590,2186,592,2,4950
Birthplace.png,semantic_scan,0,556,60,141,5596,2175,597,2,5003
Birthplace.png,semantic_scan,66,556,60,141,5603,2180,553,2,4942
Birthplace.png,semantic_scan,206,605,60,143,5665,2180,490,2,4925
Birthplace.png,semantic_scan,351,622,75,82,3763,2021,59,2,4029
Birthplace.png,semantic_scan,274,650,60,140,5631,2180,516,2,4929
Birthplace.png,semantic_scan,138,681,65,131,5076,1949,566,2,4100
Birthplace.png,semantic_scan,68,700,67,137,5134,1764,365,2,4028
Birthplace.png,semantic_scan,4,701,61,137,4918,1832,337,2,4026
Birthplace.png,semantic_scan,391,704,191,143,10530,2582,59,2,3636
Birthplace.png,semantic_scan,601,704,58,127,4927,1970,635,2,4152
Birthplace.png,semantic_scan,722,708,77,66,2930,1836,0,2,3450
Birthplace.png,semantic_scan,819,737,77,69,3188,2212,12,2,3761
Birthplace.png,semantic_scan,211,748,60,142,5590,2180,574,2,4938
Birthplace.png,semantic_scan,738,777,78,77,3489,3145,0,2,4479
Birthplace.png,semantic_scan,311,793,77,112,5142,1864,638,2,4279
Birthplace.png,semantic_scan,910,797,77,79,3614,1883,14,2,3998
Birthplace.png,semantic_scan,475,805,60,140,5632,2682,6,2,3957
Birthplace.png,semantic_scan,535,805,63,140,5619,2667,6,2,3914
Birthplace.png,semantic_scan,819,809,88,68,3793,2267,0,2,3630
Birthplace.png,semantic_scan,673,812,61,128,5047,1975,735,2,4273
Birthplace.png,semantic_scan,145,815,63,138,4920,1827,332,2,4019
Birthplace.png,semantic_scan,77,837,58,141,5643,2177,578,2,4946
Birthplace.png,semantic_scan,607,837,63,131,4854,2161,685,2,4418
Birthplace.png,semantic_scan,0,838,66,138,5284,2126,809,2,4644
Birthplace.png,semantic_scan,394,850,78,112,5351,1981,814,2,4457
Birthplace.png,semantic_scan,919,879,95,80,4126,1922,277,2,3931
Birthplace.png,semantic_scan,819,883,97,76,4430,2125,160,2,3037
Birthplace.png,semantic_scan,224,897,80,104,4441,1929,527,2,3938
Birthplace.png,semantic_scan,314,911,76,113,5407,1924,814,2,4470
Birthplace.png,semantic_scan,696,943,61,135,4998,1777,307,2,3976
Birthplace.png,semantic_scan,157,953,58,142,5563,2180,611,2,4961
Birthplace.png,semantic_scan,857,959,133,62,4898,2159,690,2,4418
Birthplace.png,semantic_scan,400,965,95,104,4712,2084,0,2,2656
Birthplace.png,semantic_scan,3,979,68,128,5043,2021,0,2,2527
Birthplace.png,semantic_scan,79,981,72,140,5957,2323,555,2,5486
Birthplace.png,semantic_scan,797,995,60,141,5586,2180,595,2,4956
Birthplace.png,semantic_scan,857,1024,142,60,5659,2166,499,2,4960
Birthplace.png,semantic_scan,323,1031,77,122,5025,2031,0,2,2638
Birthplace.png,semantic_scan,506,1036,99,99,4700,1990,609,2,4084
Birthplace.png,semantic_scan,423,1069,77,126,4907,1970,593,2,4101
Birthplace.png,semantic_scan,694,1081,100,90,4448,1870,591,2,3884
Birthplace.png,semantic_scan,629,1087,62,142,5626,2184,573,2,4966
Birthplace.png,semantic_scan,909,1087,60,140,5550,2745,0,2,4443
Birthplace.png,semantic_scan,160,1098,76,141,5952,2294,563,2,5462
Birthplace.png,semantic_scan,0,1110,76,139,5934,2294,551,2,5446
Birthplace.png,semantic_scan,89,1124,71,143,5975,2331,564,2,5449
Birthplace.png,semantic_scan,521,1138,105,94,4985,1869,531,2,3928
Birthplace.png,semantic_scan,801,1139,105,89,4467,1930,543,2,3893
Birthplace.png,semantic_scan,241,1143,76,142,5926,2294,540,2,5446
Birthplace.png,semantic_scan,341,1156,76,142,5969,2294,531,2,5442
Birthplace.png,semantic_scan,694,1174,104,95,4738,2136,122,2,2953
Birthplace.png,semantic_scan,433,1201,85,126,5077,1806,434,2,4050
Birthplace.png,semantic_scan,814,1231,165,271,19644,6374,3745,2,18938
Birthplace.png,semantic_scan,518,1235,121,81,5095,2875,569,2,4596
Birthplace.png,semantic_scan,162,1239,76,139,5935,2294,540,2,5442
Birthplace.png,semantic_scan,642,1239,46,81,2266,1249,3,2,2850
Birthplace.png,semantic_scan,102,1267,60,141,5586,2180,590,2,4968
Birthplace.png,semantic_scan,255,1285,86,126,5002,1796,374,2,3970
Birthplace.png,semantic_scan,366,1298,63,142,5603,2173,621,2,5015
Birthplace.png,semantic_scan,535,1323,155,269,19502,6696,0,2,9952
Birthplace.png,semantic_scan,166,1384,85,125,5062,1809,429,2,4024
Birthplace.png,semantic_scan,366,1443,62,140,5946,2343,568,2,5305
Birthplace.png,semantic_scan,819,1505,165,273,19516,6643,717,2,10819
Birthplace.png,semantic_scan,274,1589,155,270,19579,6453,3306,2,18914
Birthplace.png,semantic_scan,551,1595,172,268,19342,6430,683,2,10888
Birthplace.png,semantic_scan,79,1598,81,109,4742,1920,512,2,3885
Birthplace.png,semantic_scan,93,1689,178,171,17649,1833,529,2,3984
Birthplace.png,semantic_scan,821,1781,175,264,18831,6265,584,2,10636
Birthplace.png,semantic_scan,274,1862,271,186,19415,6095,0,2,9047
Birthplace.png,semantic_scan,0,1863,271,185,19288,6282,0,2,9264
Birthplace.png,semantic_scan,551,1866,267,179,18878,5958,3213,2,17502
