atlas,source,x,y,w,h,head_x,head_y,head_w,head_h,alpha_pixels,head_pixels,changed_pixels,matched,eyes,raw_eye_holes,attack,semantic,donor,mirror,angle,head_extent,scale,preserved_effect_pixels
Sprint.png,v2_visible_yellow_head_green_eye_scan,341,569,114,96,396,600,40,39,23115,1100,5789,True,1,1,False,dash_or_horizontal_air,move_04,False,-90.0,39.5,0.161,0
Sprint.png,v2_visible_yellow_head_green_eye_scan,224,653,114,103,282,684,35,34,22548,776,5847,True,2,2,False,dash_or_horizontal_air,move_04,False,-90.0,34.5,0.1352,0
Sprint.png,v2_visible_yellow_head_green_eye_scan,350,668,118,100,391,698,47,45,21659,1494,6247,True,1,1,False,airborne_tilt,move_05,False,180.0,46.0,0.2484,0
Sprint.png,v2_visible_yellow_head_green_eye_scan,3,705,90,76,23,715,42,40,12830,1332,5157,True,1,1,False,walk,move_03,True,13.66,41.0,0.2223,0
Sprint.png,v2_visible_yellow_head_green_eye_scan,131,711,90,76,151,721,42,40,20712,1332,5085,True,1,1,False,walk,move_02,True,11.63,41.0,0.2181,0
Sprint.png,v2_visible_yellow_head_green_eye_scan,350,774,76,90,374,802,42,41,19979,1358,4814,True,1,1,False,dash_or_horizontal_air,move_04,False,-90.0,41.5,0.1788,0
Sprint.png,v2_visible_yellow_head_green_eye_scan,3,781,122,111,40,814,47,44,20475,1369,6165,True,1,1,False,airborne_tilt,move_05,False,180.0,45.5,0.2494,0
Sprint.png,v2_visible_yellow_head_green_eye_scan,257,775,90,112,276,815,44,43,26933,1496,6676,True,1,1,False,airborne_tilt,move_05,True,151.51,43.5,0.2608,0
Cloak.png,v2_visible_yellow_head_green_eye_scan,89,366,90,83,110,395,35,34,18779,916,4600,True,1,1,False,airborne_tilt,move_05,False,180.0,34.5,0.2073,0
Cloak.png,v2_visible_yellow_head_green_eye_scan,0,457,89,151,19,553,34,33,16124,890,6173,True,1,1,True,up_attack,attack_03,False,0.0,33.5,0.1458,1379
Cloak.png,v2_visible_yellow_head_green_eye_scan,106,536,90,81,112,556,43,42,24401,1294,4113,True,1,1,False,dash_or_horizontal_air,move_04,True,90.0,42.5,0.1745,0
Cloak.png,v2_visible_yellow_head_green_eye_scan,675,550,90,83,682,567,43,42,13256,1309,4118,True,1,1,False,dash_or_horizontal_air,move_04,True,90.0,42.5,0.1656,0
Cloak.png,v2_visible_yellow_head_green_eye_scan,373,549,87,84,377,572,43,42,18822,1434,4614,True,1,1,False,dash_or_horizontal_air,move_04,True,90.0,42.5,0.1838,0
Cloak.png,v2_visible_yellow_head_green_eye_scan,0,614,106,92,28,649,41,40,11234,1205,5649,True,2,2,False,airborne_tilt,move_05,False,180.0,40.5,0.2426,0
Cloak.png,v2_visible_yellow_head_green_eye_scan,507,629,58,127,514,665,41,40,18909,1288,4918,True,1,1,False,walk,move_03,True,8.66,40.5,0.1492,0
Cloak.png,v2_visible_yellow_head_green_eye_scan,613,632,58,127,620,668,41,40,17821,1156,5132,True,2,2,False,front_idle_or_focus,move_00,False,8.77,40.5,0.2082,0
Cloak.png,v2_visible_yellow_head_green_eye_scan,933,643,82,116,949,684,40,39,11512,1240,5377,True,1,1,False,walk,move_03,True,12.81,39.5,0.21,0
Cloak.png,v2_visible_yellow_head_green_eye_scan,160,617,115,103,186,685,20,19,14859,285,5628,True,1,1,False,dash_or_horizontal_air,move_04,True,90.0,19.5,0.0819,90
Cloak.png,v2_visible_yellow_head_green_eye_scan,301,652,112,107,323,720,20,19,21459,285,5734,True,2,2,False,dash_or_horizontal_air,move_04,True,90.0,19.5,0.0819,94
Cloak.png,v2_visible_yellow_head_green_eye_scan,826,685,104,126,829,746,16,15,10520,165,6102,True,2,2,False,dash_or_horizontal_air,move_04,True,90.0,15.5,0.0732,299
Cloak.png,v2_visible_yellow_head_green_eye_scan,439,730,62,128,448,766,43,42,24492,1413,5132,True,1,1,False,side_idle,move_01,True,4.24,42.5,0.1861,0
Cloak.png,v2_visible_yellow_head_green_eye_scan,79,749,72,109,89,779,41,39,14583,1255,4703,True,1,1,False,airborne_tilt,move_05,True,29.31,40.0,0.1997,0
Cloak.png,v2_visible_yellow_head_green_eye_scan,613,762,98,91,635,791,41,39,19269,1234,4847,True,2,2,False,dash_or_horizontal_air,move_04,True,90.0,40.0,0.1704,0
Cloak.png,v2_visible_yellow_head_green_eye_scan,504,762,106,94,532,796,42,41,23779,1351,5812,True,1,1,False,airborne_tilt,move_05,False,180.0,41.5,0.2476,0
Cloak.png,v2_visible_yellow_head_green_eye_scan,163,736,134,125,182,819,19,18,19423,271,9695,True,2,2,False,dash_or_horizontal_air,move_04,True,90.0,18.5,0.0798,0
Cloak.png,v2_visible_yellow_head_green_eye_scan,301,764,135,92,376,827,14,15,20601,166,6545,True,1,1,True,up_attack,attack_03,False,0.0,14.5,0.0869,324
Cloak.png,v2_visible_yellow_head_green_eye_scan,949,891,58,130,959,932,40,39,11480,1232,5097,True,1,1,False,side_idle,move_01,True,1.15,39.5,0.175,0
Cloak.png,v2_visible_yellow_head_green_eye_scan,16,886,185,138,88,982,17,17,16244,233,16244,True,1,1,False,dash_or_horizontal_air,move_04,True,90.0,17.0,0.074,0
Shriek.png,v2_visible_yellow_head_green_eye_scan,264,57,73,111,280,85,39,38,18807,1159,4710,True,1,1,False,walk,move_03,True,15.54,38.5,0.1676,0
Shriek.png,v2_visible_yellow_head_green_eye_scan,0,137,113,96,47,180,15,14,12967,157,3882,True,1,1,True,horizontal_attack,attack_01,False,0.0,14.5,0.0702,1375
Wings.png,v2_visible_yellow_head_green_eye_scan,3,47,86,113,13,88,41,40,7820,1291,5249,True,2,2,False,dash_or_horizontal_air,move_04,True,90.0,40.5,0.1742,0
Wings.png,v2_visible_yellow_head_green_eye_scan,6,177,134,94,57,213,41,40,14234,1288,5980,True,1,1,False,dash_or_horizontal_air,move_04,False,-90.0,40.5,0.174,0
Wings.png,v2_visible_yellow_head_green_eye_scan,153,276,99,120,161,313,41,40,13269,1300,6485,True,1,1,False,dash_or_horizontal_air,move_04,True,90.0,40.5,0.1749,0
Wings.png,v2_visible_yellow_head_green_eye_scan,3,276,125,117,49,343,41,40,16022,1277,7306,True,2,2,True,up_attack,attack_03,False,0.0,40.5,0.1161,845
Wings.png,v2_visible_yellow_head_green_eye_scan,285,344,123,194,330,440,44,42,16197,1455,10303,True,2,2,True,up_attack,attack_03,False,0.0,43.0,0.2198,3540
Wings.png,v2_visible_yellow_head_green_eye_scan,4,401,209,171,40,462,77,75,23199,4307,19670,True,1,1,False,dash_or_horizontal_air,move_04,True,90.0,76.0,0.3269,319
Wings.png,v2_visible_yellow_head_green_eye_scan,513,551,280,202,591,612,106,103,27986,8594,32129,True,1,1,False,dash_or_horizontal_air,move_04,True,90.0,104.5,0.4497,0
Wings.png,v2_visible_yellow_head_green_eye_scan,359,560,108,185,406,645,41,40,12544,1300,8874,True,1,1,True,up_attack,attack_03,False,0.0,40.5,0.2077,1083
Webbed.png,v2_visible_yellow_head_green_eye_scan,88,268,129,80,134,288,43,42,18320,1299,5639,True,1,1,False,dash_or_horizontal_air,move_04,False,-90.0,42.5,0.1749,0
Webbed.png,v2_visible_yellow_head_green_eye_scan,94,354,130,79,138,368,46,45,27300,1493,5619,True,2,2,False,dash_or_horizontal_air,move_04,False,-90.0,45.5,0.1668,0
Webbed.png,v2_visible_yellow_head_green_eye_scan,345,371,129,80,389,387,46,44,13758,1449,5632,True,1,1,False,dash_or_horizontal_air,move_04,False,-90.0,45.0,0.1703,0
Webbed.png,v2_visible_yellow_head_green_eye_scan,596,397,124,78,640,416,43,42,16919,1322,5584,True,1,1,False,dash_or_horizontal_air,move_04,False,-90.0,42.5,0.1766,0
Webbed.png,v2_visible_yellow_head_green_eye_scan,8,394,83,125,39,439,41,40,15354,1300,5436,True,2,2,False,dash_or_horizontal_air,move_04,False,-90.0,40.5,0.1749,0
Webbed.png,v2_visible_yellow_head_green_eye_scan,125,436,118,97,158,446,41,39,20053,1243,5839,True,2,2,False,front_idle_or_focus,move_00,False,-14.19,40.0,0.2293,0
Webbed.png,v2_visible_yellow_head_green_eye_scan,510,413,80,131,531,453,43,42,16213,1434,5863,True,1,1,False,side_idle,move_01,True,3.35,42.5,0.219,0
Webbed.png,v2_visible_yellow_head_green_eye_scan,814,475,130,109,859,499,43,42,8342,1306,5622,True,1,1,True,down_attack,attack_04,False,0.0,42.5,0.1835,22
Webbed.png,v2_visible_yellow_head_green_eye_scan,125,536,121,117,153,578,50,48,14470,1590,6738,True,2,2,False,airborne_tilt,move_05,True,131.48,49.0,0.2931,0
Webbed.png,v2_visible_yellow_head_green_eye_scan,252,544,125,109,283,580,50,49,13744,1750,6835,True,2,2,False,airborne_tilt,move_05,True,111.5,49.5,0.2963,0
Webbed.png,v2_visible_yellow_head_green_eye_scan,383,551,125,103,413,584,50,49,14990,1737,5851,True,2,2,False,dash_or_horizontal_air,move_04,True,90.0,49.5,0.2133,0
Webbed.png,v2_visible_yellow_head_green_eye_scan,514,551,125,103,544,584,50,49,13959,1737,5847,True,2,2,False,dash_or_horizontal_air,move_04,True,90.0,49.5,0.2133,0
Webbed.png,v2_visible_yellow_head_green_eye_scan,669,585,139,126,701,627,44,42,12897,1313,6247,True,1,1,False,airborne_tilt,move_05,True,25.3,43.0,0.2578,93
Webbed.png,v2_visible_yellow_head_green_eye_scan,817,599,137,124,849,639,44,43,10407,1345,6300,True,1,1,False,airborne_tilt,move_05,True,25.81,43.5,0.2606,89
Webbed.png,v2_visible_yellow_head_green_eye_scan,853,729,139,124,915,768,45,43,11165,1376,6121,True,1,1,False,run,move_04,False,-21.14,44.0,0.1895,98
Webbed.png,v2_visible_yellow_head_green_eye_scan,877,864,113,98,907,871,40,39,11706,1218,5910,True,2,2,False,front_idle_or_focus,move_00,False,-0.48,39.5,0.2272,0
Webbed.png,v2_visible_yellow_head_green_eye_scan,683,860,149,150,734,910,29,45,11674,762,7693,True,2,2,False,dash_or_horizontal_air,move_04,True,90.0,37.0,0.1363,1980
Webbed.png,v2_visible_yellow_head_green_eye_scan,683,860,149,150,775,921,41,40,13227,1300,8050,True,2,2,False,dash_or_horizontal_air,move_04,False,-90.0,40.5,0.1749,1532
Webbed.png,manual_embedded_in_web_beam_review,316,771,105,120,340,775,58,78,9433,0,8116,True,2,2,False,webbed,move_00,False,0.0,57.0,0.3461,0
DreamArrival.png,v2_visible_yellow_head_green_eye_scan,3,5,104,114,36,32,40,39,6166,1240,6177,True,1,1,False,side_idle,move_01,False,-0.16,39.5,0.2363,0
DreamArrival.png,v2_visible_yellow_head_green_eye_scan,3,158,127,58,53,168,41,40,7377,1287,4910,True,2,2,False,dash_or_horizontal_air,move_04,False,-90.0,40.5,0.1335,0
DreamArrival.png,v2_visible_yellow_head_green_eye_scan,799,455,127,58,849,465,41,40,17582,1145,4984,True,2,2,False,dash_or_horizontal_air,move_04,False,-90.0,40.5,0.1335,0
DreamArrival.png,v2_visible_yellow_head_green_eye_scan,705,452,91,98,726,487,41,39,13020,1160,4429,True,2,2,False,dash_or_horizontal_air,move_04,False,-90.0,40.0,0.1652,0
DreamArrival.png,v2_visible_yellow_head_green_eye_scan,920,519,104,113,948,548,39,38,14569,1162,5717,True,1,1,False,side_idle,move_01,True,4.56,38.5,0.229,0
DreamArrival.png,v2_visible_yellow_head_green_eye_scan,803,533,114,97,850,558,40,39,22938,1103,5692,True,1,1,False,dash_or_horizontal_air,move_04,False,-90.0,39.5,0.1612,0
DreamArrival.png,v2_visible_yellow_head_green_eye_scan,705,553,92,106,719,589,43,41,13844,1379,5103,True,1,1,False,dash_or_horizontal_air,move_04,True,90.0,42.0,0.1802,0
DreamArrival.png,v2_visible_yellow_head_green_eye_scan,806,641,114,111,853,675,40,39,21602,1103,5871,True,1,1,False,dash_or_horizontal_air,move_04,False,-90.0,39.5,0.1613,0
DreamArrival.png,v2_visible_yellow_head_green_eye_scan,926,632,91,108,947,677,41,39,16901,1160,5581,True,2,2,False,airborne_tilt,move_05,False,180.0,40.0,0.2296,0
DreamArrival.png,v2_visible_yellow_head_green_eye_scan,803,766,118,97,850,785,52,50,16759,2027,6403,True,1,1,False,dash_or_horizontal_air,move_04,False,-90.0,51.0,0.1943,0
DreamArrival.png,v2_visible_yellow_head_green_eye_scan,882,912,72,109,892,942,41,39,5357,1255,4703,True,1,1,False,airborne_tilt,move_05,True,29.31,40.0,0.1997,0
Dreamnail.png,v2_visible_yellow_head_green_eye_scan,815,417,170,182,862,454,68,63,11590,1630,9908,True,1,1,False,dash_or_horizontal_air,move_04,False,-90.0,65.5,0.2148,0
Dreamnail.png,v2_visible_yellow_head_green_eye_scan,684,481,125,92,732,501,42,41,14577,1358,6493,True,1,1,False,dash_or_horizontal_air,move_04,False,-90.0,41.5,0.1788,0
Dreamnail.png,v2_visible_yellow_head_green_eye_scan,0,491,128,63,47,502,41,40,15213,1165,4998,True,2,2,False,dash_or_horizontal_air,move_04,False,-90.0,40.5,0.1377,0
Dreamnail.png,v2_visible_yellow_head_green_eye_scan,815,417,170,182,900,510,46,45,8987,1634,10432,True,2,2,True,up_attack,attack_03,False,0.0,45.5,0.2328,361
Dreamnail.png,v2_visible_yellow_head_green_eye_scan,130,518,62,128,139,555,41,40,15520,1288,5144,True,1,1,False,walk,move_02,True,8.65,40.5,0.152,0
Dreamnail.png,v2_visible_yellow_head_green_eye_scan,3,557,124,92,48,575,42,41,16485,1207,6094,True,2,2,False,dash_or_horizontal_air,move_04,False,-90.0,41.5,0.1691,0
Dreamnail.png,v2_visible_yellow_head_green_eye_scan,684,579,125,95,732,599,42,41,15756,1358,6602,True,1,1,False,dash_or_horizontal_air,move_04,False,-90.0,41.5,0.1788,0
Dreamnail.png,v2_visible_yellow_head_green_eye_scan,329,591,128,65,376,604,41,40,14745,1163,5084,True,2,2,False,dash_or_horizontal_air,move_04,False,-90.0,40.5,0.1461,0
Dreamnail.png,v2_visible_yellow_head_green_eye_scan,231,574,95,127,264,611,42,41,16121,1358,6949,True,1,1,False,walk,move_03,False,-11.9,41.5,0.2338,0
Dreamnail.png,v2_visible_yellow_head_green_eye_scan,617,576,61,128,625,614,41,40,15523,1288,5146,True,1,1,False,walk,move_02,True,8.88,40.5,0.1519,0
Dreamnail.png,v2_visible_yellow_head_green_eye_scan,75,658,133,173,105,702,44,43,12376,1496,9295,True,1,1,False,dash_or_horizontal_air,move_04,True,90.0,43.5,0.1876,66
Dreamnail.png,v2_visible_yellow_head_green_eye_scan,231,704,95,127,263,741,42,41,13290,1358,6865,True,1,1,False,walk,move_03,False,-10.38,41.5,0.2338,0
Dreamnail.png,v2_visible_yellow_head_green_eye_scan,868,665,116,170,917,742,45,46,9005,1362,7901,True,1,1,True,up_attack,attack_03,False,0.0,45.5,0.2272,512
Dreamnail.png,v2_visible_yellow_head_green_eye_scan,614,711,72,128,623,750,43,42,13205,1434,5678,True,2,2,False,front_idle_or_focus,move_00,False,5.94,42.5,0.2464,0
Dreamnail.png,v2_visible_yellow_head_green_eye_scan,694,742,139,255,733,828,88,86,20039,5960,13682,True,1,1,False,dash_or_horizontal_air,move_04,False,-90.0,87.0,0.3744,0
Dreamnail.png,v2_visible_yellow_head_green_eye_scan,0,838,306,179,79,861,131,127,31149,13093,25015,True,2,2,False,dash_or_horizontal_air,move_04,True,90.0,129.0,0.3672,0
Dreamnail.png,v2_visible_yellow_head_green_eye_scan,857,843,133,178,883,887,48,46,14584,1748,9670,True,1,1,False,dash_or_horizontal_air,move_04,True,90.0,47.0,0.2028,0
Dreamnail.png,v2_visible_yellow_head_green_eye_scan,443,848,135,173,480,892,75,72,13508,4190,10669,True,2,2,False,airborne_tilt,move_05,True,27.15,73.5,0.3012,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,3,411,59,142,11,458,44,42,16516,1464,5648,True,1,1,False,walk,move_03,False,-8.15,43.0,0.1453,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,129,536,59,142,137,583,44,42,30030,1464,5643,True,1,1,False,walk,move_03,False,-8.16,43.0,0.1453,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,0,556,60,141,11,603,44,42,19262,1464,5636,True,1,1,False,walk,move_02,False,-12.0,43.0,0.139,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,351,622,75,82,363,657,42,35,20057,991,4655,True,1,1,False,airborne_tilt,move_05,False,180.0,38.5,0.2121,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,138,681,65,131,148,720,41,40,28025,1288,5495,True,1,1,False,side_idle,move_01,True,4.72,40.5,0.2018,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,722,708,77,66,737,736,38,21,16948,625,3800,True,2,2,False,airborne_tilt,move_05,True,140.58,29.5,0.1684,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,68,700,67,137,78,740,39,38,24249,1155,5260,True,1,1,False,walk,move_02,True,15.9,38.5,0.1606,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,601,704,58,127,608,740,41,40,21658,1288,4987,True,1,1,False,walk,move_03,True,11.4,40.5,0.1462,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,4,701,61,137,11,741,40,39,16205,1240,4998,True,1,1,False,walk,move_02,True,12.29,39.5,0.155,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,819,737,77,69,831,765,45,44,19349,1316,3910,True,2,2,False,airborne_tilt,move_05,True,163.37,44.5,0.2221,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,819,809,88,68,827,820,46,44,27441,1599,3927,True,1,1,False,dash_or_horizontal_air,move_04,True,90.0,45.0,0.1411,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,910,797,77,79,927,830,37,40,17862,1037,4390,True,2,2,False,airborne_tilt,move_05,False,180.0,38.5,0.2284,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,311,793,77,112,321,833,40,39,27805,1078,5158,True,2,2,False,dash_or_horizontal_air,move_04,True,90.0,39.5,0.1708,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,145,815,63,138,152,855,40,39,26749,1227,5077,True,1,1,False,walk,move_02,True,11.02,39.5,0.1619,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,77,837,58,141,85,884,44,42,25589,1464,5810,True,1,1,False,side_idle,move_01,False,-2.18,43.0,0.1782,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,394,850,78,112,403,887,42,40,28227,1181,5389,True,2,2,False,dash_or_horizontal_air,move_04,True,90.0,41.0,0.1771,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,607,837,63,131,617,895,43,42,29353,1283,5333,True,2,2,False,airborne_tilt,move_05,False,180.0,42.5,0.2092,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,0,838,66,138,9,899,43,42,17237,1298,5913,True,2,2,False,airborne_tilt,move_05,False,180.0,42.5,0.2355,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,919,879,95,80,936,899,38,39,19652,1092,4507,True,2,2,False,airborne_tilt,move_05,False,180.0,38.5,0.1836,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,819,883,97,76,838,903,43,41,29934,1367,4831,True,2,2,False,airborne_tilt,move_05,False,180.0,42.0,0.1881,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,224,897,80,104,240,934,41,39,26705,1159,5171,True,2,2,False,airborne_tilt,move_05,False,180.0,40.0,0.2295,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,314,911,76,113,324,952,41,40,27282,1158,5454,True,2,2,False,airborne_tilt,move_05,True,150.32,40.5,0.2431,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,857,959,133,62,889,970,43,42,25915,1434,5040,True,2,2,False,dash_or_horizontal_air,move_04,True,90.0,42.5,0.1389,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,696,943,61,135,704,983,39,38,27342,1162,5207,True,1,1,False,side_idle,move_01,True,7.16,38.5,0.1857,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,400,965,95,104,417,998,42,41,26625,1340,5165,True,1,1,False,dash_or_horizontal_air,move_04,True,90.0,41.5,0.1776,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,79,981,72,140,95,1024,47,46,27546,1526,6718,True,2,2,False,front_idle_or_focus,move_00,False,-3.49,46.5,0.2543,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,857,1024,142,60,908,1031,43,36,20600,1280,5704,True,1,1,False,dash_or_horizontal_air,move_04,False,-90.0,39.5,0.1181,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,323,1031,77,122,340,1066,42,41,27192,1345,5222,True,1,1,False,walk,move_03,False,-13.14,41.5,0.174,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,506,1036,99,99,525,1068,41,40,27887,1281,5115,True,2,2,False,dash_or_horizontal_air,move_04,True,90.0,40.5,0.1736,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,694,1081,100,90,722,1115,40,44,27339,1203,5612,True,2,2,False,airborne_tilt,move_05,False,180.0,42.0,0.2442,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,629,1087,62,142,640,1134,44,42,27856,1464,5799,True,1,1,False,side_idle,move_01,False,-7.01,43.0,0.1828,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,160,1098,76,141,178,1141,47,46,29140,1703,6292,True,1,1,False,side_idle,move_01,True,2.83,46.5,0.2072,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,0,1110,76,139,18,1153,47,46,18537,1703,6284,True,1,1,False,side_idle,move_01,True,2.43,46.5,0.2072,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,521,1138,105,94,540,1164,41,39,27738,1250,5487,True,1,1,False,dash_or_horizontal_air,move_04,True,90.0,40.0,0.1715,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,801,1139,105,89,828,1166,40,39,23162,1199,4873,True,2,2,False,dash_or_horizontal_air,move_04,True,90.0,39.5,0.1679,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,89,1124,71,143,102,1168,47,46,28365,1689,6132,True,1,1,False,walk,move_03,True,12.09,46.5,0.1649,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,241,1143,76,142,259,1186,47,46,27672,1703,6272,True,1,1,False,side_idle,move_01,True,2.45,46.5,0.2072,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,341,1156,76,142,359,1199,47,46,26321,1703,6309,True,1,1,False,side_idle,move_01,True,2.47,46.5,0.2072,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,433,1201,85,126,451,1235,40,38,24110,1186,5428,True,2,2,False,airborne_tilt,move_05,True,31.57,39.0,0.222,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,518,1235,121,81,558,1246,50,49,27488,1903,5382,True,1,1,False,dash_or_horizontal_air,move_04,False,-90.0,49.5,0.1563,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,642,1239,46,81,635,1261,31,30,27675,738,2367,True,1,1,False,dash_or_horizontal_air,move_04,True,90.0,30.5,0.1067,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,162,1239,76,139,180,1282,47,46,27231,1703,6283,True,1,1,False,side_idle,move_01,True,2.85,46.5,0.2072,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,814,1231,165,261,892,1314,85,82,19325,5247,20396,True,2,2,True,down_attack,attack_04,False,0.0,83.5,0.3678,475
Birthplace.png,v2_visible_yellow_head_green_eye_scan,255,1285,86,126,275,1321,39,38,24996,1162,5227,True,1,1,False,dash_or_horizontal_air,move_04,True,90.0,38.5,0.1653,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,166,1384,85,125,184,1418,40,38,28086,1186,5392,True,2,2,False,airborne_tilt,move_05,True,32.76,39.0,0.2176,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,366,1443,62,140,377,1487,45,44,35413,1367,6429,True,2,2,False,front_idle_or_focus,move_00,False,-3.85,44.5,0.2392,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,79,1598,81,109,89,1628,41,40,20068,1288,5148,True,1,1,False,dash_or_horizontal_air,move_04,True,90.0,40.5,0.174,0
Birthplace.png,v2_visible_yellow_head_green_eye_scan,280,1589,147,260,341,1671,84,82,38104,5213,20439,True,2,2,True,down_attack,attack_04,False,0.0,83.0,0.3666,168
Birthplace.png,v2_visible_yellow_head_green_eye_scan,16,1863,255,168,112,1865,84,81,31252,5243,19177,True,2,2,True,horizontal_attack,attack_01,True,0.0,82.5,0.3378,284
Birthplace.png,v2_visible_yellow_head_green_eye_scan,292,1862,253,162,388,1865,83,80,31120,5101,18756,True,2,2,True,horizontal_attack,attack_01,True,0.0,81.5,0.3333,94
Birthplace.png,v2_visible_yellow_head_green_eye_scan,562,1866,256,162,658,1871,82,80,28812,5041,18947,True,2,2,True,horizontal_attack,attack_01,True,0.0,81.0,0.3304,285
